0.992272174,0.993241816,0.986543631,0.988741475
0.992386796,0.994537051,0.990059282,0.991602228
0.998833263,0.999673724,0.991979024,0.992297678
0.997790137,0.99963024,0.997607016,0.997869092
0.996046481,0.997324322,0.995568744,0.997307319
0.996750432,0.997308296,0.994724667,0.996560373
0.999066415,0.999946451,0.997715091,0.997715091
0.996645875,1,0.996637373,0.999349011
0.992446794,0.996505261,0.992261132,0.994768249
0.996066513,0.996774958,0.991663301,0.992784503
0.991188007,0.998181786,0.991188007,0.993226279
0.99442155,0.998939285,0.988044559,0.990238885
0.993224814,0.998304909,0.99293655,0.996176639
0.98912169,0.991842904,0.987998046,0.990434025
0.982174913,0.988498355,0.981766653,0.988453797
0.978602196,0.983857008,0.976995734,0.981347449
0.962694897,0.978526172,0.962086513,0.978085861
0.96159021,0.963390347,0.959830625,0.963184653
0.962812939,0.964338883,0.959930199,0.9614066
0.958655387,0.960400998,0.957651251,0.959114167
0.958052475,0.961309568,0.957531645,0.960190321
0.957374126,0.961859322,0.956760758,0.956770726
0.953793396,0.957812385,0.953700858,0.956671641
0.956698709,0.957528225,0.954202633,0.955485946
0.955276833,0.958199637,0.955276833,0.958199637
0.951364354,0.954778478,0.950606953,0.954749456
0.949106513,0.952784276,0.948727763,0.951782093
0.945518747,0.948624672,0.944739261,0.94842103
0.945851472,0.946372302,0.943274879,0.943980296
0.943894793,0.945786393,0.942846587,0.945775937
0.946077589,0.946077589,0.941877042,0.943990849
0.943494058,0.946848574,0.940884924,0.946738545
0.944422561,0.947288396,0.941369697,0.944018307
0.939663661,0.9433724,0.937427806,0.942966192
0.93073265,0.944266997,0.93073265,0.940975996
0.916429761,0.933080097,0.913192309,0.930059674
0.913133777,0.920594348,0.910600667,0.917204263
0.900288821,0.913730142,0.900288821,0.913544969
0.896972219,0.899894535,0.89473138,0.894967464
0.899493798,0.900905218,0.895757503,0.897088307
0.901443539,0.902765841,0.89714938,0.898537738
0.908473864,0.909412921,0.897597117,0.902413084
0.909392401,0.910246933,0.90709,0.907682359
0.910252405,0.913417937,0.905308429,0.908621416
0.912304749,0.913224751,0.908021533,0.90904619
0.905750207,0.912366212,0.903673922,0.910529627
0.910889322,0.912648907,0.908146611,0.90902567
0.910420087,0.914317419,0.910121856,0.911715322
0.908193221,0.909000166,0.903046972,0.907847011
0.908655421,0.913017201,0.907014465,0.90867946
0.909473017,0.91317472,0.909024693,0.910694182
0.907814472,0.911853981,0.907033422,0.908658939
0.90735364,0.908675942,0.903709882,0.904879649
0.909429924,0.913620504,0.907480281,0.907480281
0.904975704,0.907446177,0.898553178,0.90550699
0.907192603,0.910261004,0.904663988,0.907771379
